,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict,opp_number,RA_ave,R_ave,BA_ave,OBP_ave,OPS_ave,Team_Hits_ave,Hits_allowed_ave,ERA_ave,cLI_ave
712,13.0,126.0,2023-08-16,boxscore,TOR,,PHI,L,4.0,9.0,0.549,3.0,7.5,,N,1.13,2,0.259,0.33,0.744,5.0,11.0,3.0,3.7,0.0,20,4.0,4.4,0.2604,0.3304,0.747,8.2,6.2,3.6980000000000004,1.18
713,14.0,127.0,2023-08-18,boxscore,TOR,@,CIN,L-wo,0.0,1.0,0.545,3.0,8.5,,N,1.15,-1,0.258,0.329,0.741,3.0,4.0,1.0,3.68,0.0,6,5.0,4.6,0.26,0.33020000000000005,0.746,7.2,7.4,3.6980000000000004,1.16
714,15.0,128.0,2023-08-19,boxscore,TOR,@,CIN,W,4.0,3.0,0.548,3.0,8.5,Romano,N,1.08,-2,0.258,0.329,0.741,9.0,6.0,1.0,3.67,1.0,6,4.0,4.2,0.2596,0.33,0.745,6.8,6.2,3.6940000000000004,1.1440000000000001
715,16.0,129.0,2023-08-20,boxscore,TOR,@,CIN,W,10.0,3.0,0.552,3.0,8.5,Francis,D,1.15,1,0.258,0.329,0.745,12.0,7.0,1.0,3.65,1.0,6,3.6,4.2,0.2592,0.33,0.744,7.0,6.0,3.686,1.1179999999999999
716,17.0,130.0,2023-08-22,boxscore,TOR,@,BAL,W,6.0,3.0,0.556,3.0,7.5,Romano,N,1.24,2,0.259,0.329,0.745,12.0,9.0,0.0,3.64,1.0,2,3.4,4.0,0.25860000000000005,0.3296,0.7434,6.6,6.4,3.6760000000000006,1.122
717,18.0,131.0,2023-08-23,boxscore,TOR,@,BAL,L,0.0,7.0,0.551,3.0,8.5,,N,1.25,3,0.258,0.328,0.742,5.0,10.0,2.0,3.67,0.0,2,3.8,4.8,0.25839999999999996,0.3292,0.7432,8.2,7.4,3.668,1.15
718,19.0,132.0,2023-08-24,boxscore,TOR,@,BAL,L,3.0,5.0,0.547,3.0,9.5,Bautista,N,1.17,-1,0.257,0.328,0.741,6.0,10.0,2.0,3.68,0.0,2,3.4,4.0,0.2582,0.3288,0.7428,8.2,7.2,3.662,1.174
719,20.0,133.0,2023-08-25,boxscore,TOR,,CLE,L,2.0,5.0,0.543,3.0,10.5,Clase,N,1.08,-2,0.257,0.327,0.741,6.0,8.0,3.0,3.69,0.0,7,4.2,4.6,0.258,0.3286,0.7428,8.8,8.4,3.6620000000000004,1.1780000000000002
720,21.0,134.0,2023-08-26,boxscore,TOR,,CLE,W,8.0,3.0,0.546,3.0,10.5,,D,1.09,-3,0.257,0.327,0.742,11.0,5.0,2.0,3.68,1.0,7,4.6,4.2,0.25780000000000003,0.3282,0.7428,8.2,8.8,3.6660000000000004,1.1780000000000002
721,22.0,135.0,2023-08-27,boxscore,TOR,,CLE,L,7.0,10.0,0.542,3.0,10.5,,D,1.12,1,0.257,0.327,0.743,8.0,13.0,2.0,3.72,0.0,7,4.6,3.8,0.2576,0.32780000000000004,0.7422000000000001,8.0,8.4,3.6719999999999997,1.166
722,23.0,136.0,2023-08-28,boxscore,TOR,,WSN,W,6.0,3.0,0.545,3.0,10.5,Hicks,N,1.08,-1,0.257,0.328,0.743,9.0,7.0,0.0,3.71,1.0,29,6.0,4.0,0.2572,0.3274,0.7418,7.2,9.2,3.688,1.142
723,24.0,137.0,2023-08-29,boxscore,TOR,,WSN,L,4.0,5.0,0.541,3.0,11.5,Finnegan,N,1.1,1,0.258,0.328,0.744,11.0,8.0,2.0,3.72,0.0,29,5.2,5.2,0.257,0.3274,0.742,8.0,8.6,3.696,1.108
724,25.0,138.0,2023-08-30,boxscore,TOR,,WSN,W,7.0,0.0,0.545,3.0,10.5,,D,1.0,-1,0.258,0.329,0.745,12.0,5.0,0.0,3.69,1.0,29,5.2,5.4,0.2572,0.3274,0.7426,9.0,8.2,3.7039999999999997,1.094
725,26.0,140.0,2023-09-01,boxscore,TOR,@,COL,W,13.0,9.0,0.548,3.0,9.5,,N,1.09,1,0.26,0.33,0.75,17.0,12.0,2.0,3.71,1.0,8,4.2,6.4,0.25739999999999996,0.32780000000000004,0.7434,10.2,7.6,3.7039999999999997,1.078
726,27.0,141.0,2023-09-02,boxscore,TOR,@,COL,L,7.0,8.0,0.544,3.0,10.5,Kinley,N,1.15,2,0.26,0.331,0.751,11.0,11.0,0.0,3.71,0.0,8,5.4,7.4,0.258,0.3284,0.7449999999999999,11.4,9.0,3.71,1.078
727,28.0,142.0,2023-09-03,boxscore,TOR,@,COL,W,7.0,5.0,0.547,3.0,10.5,Romano,D,1.13,-1,0.261,0.332,0.753,12.0,9.0,0.0,3.72,1.0,8,5.0,7.4,0.2586,0.3292,0.7466,12.0,8.6,3.7079999999999997,1.084
728,29.0,143.0,2023-09-04,boxscore,TOR,@,OAK,W,6.0,5.0,0.551,3.0,10.5,,D,1.17,1,0.26,0.332,0.753,8.0,8.0,4.0,3.72,1.0,19,5.4,7.6,0.2594,0.33,0.7486,12.6,9.0,3.71,1.0939999999999999
729,,,2023-09-06,,TOR,,OAK,,,,0.551,,,,,,2,,,,,,,,,19,5.4,8.0,0.2598,0.33080000000000004,0.7504,12.0,9.0,3.71,1.1079999999999999
730,5.0,118.0,2023-08-08,boxscore,WSN,@,PHI,W,5.0,4.0,0.439,5.0,22.5,Finnegan,N,0.03,-1,0.259,0.318,0.72,8.0,8.0,1.0,4.88,1.0,20,3.8,5.2,0.2592,0.318,0.717,9.0,6.4,4.888,0.02
731,6.0,119.0,2023-08-09,boxscore,WSN,@,PHI,L,0.0,7.0,0.435,5.0,23.5,,N,0.04,1,0.257,0.317,0.716,0.0,8.0,3.0,4.91,0.0,20,4.2,5.6,0.2592,0.31799999999999995,0.718,9.6,7.2,4.88,0.024
732,7.0,120.0,2023-08-10,boxscore,WSN,@,PHI,L,2.0,6.0,0.431,5.0,23.5,,N,0.03,-1,0.258,0.317,0.715,10.0,6.0,3.0,4.91,0.0,20,5.0,4.4,0.25880000000000003,0.318,0.7182000000000001,8.2,7.4,4.884,0.03
733,8.0,121.0,2023-08-11,boxscore,WSN,,OAK,W,8.0,2.0,0.436,5.0,23.5,,N,0.01,-2,0.258,0.318,0.718,12.0,6.0,0.0,4.89,1.0,19,5.6,3.4,0.25860000000000005,0.31779999999999997,0.7178,7.8,7.8,4.89,0.033999999999999996
734,9.0,122.0,2023-08-12,boxscore,WSN,,OAK,W-wo,3.0,2.0,0.441,5.0,24.0,,N,0.02,1,0.259,0.319,0.719,9.0,7.0,2.0,4.86,0.0,19,5.4,3.8,0.2584,0.3176,0.7176,8.2,7.6,4.895999999999999,0.030000000000000006
735,10.0,123.0,2023-08-13,boxscore,WSN,,OAK,W-wo,8.0,7.0,0.445,5.0,23.0,,D,0.03,2,0.26,0.32,0.72,14.0,11.0,3.0,4.88,0.0,19,4.2,3.6,0.2582,0.31779999999999997,0.7175999999999999,7.8,7.0,4.89,0.026000000000000002
736,11.0,124.0,2023-08-15,boxscore,WSN,,BOS,L,4.0,5.0,0.442,5.0,24.5,Jansen,N,0.03,3,0.259,0.319,0.719,6.0,7.0,1.0,4.88,0.0,3,4.8,4.2,0.2584000000000001,0.3182,0.7176,9.0,7.6,4.89,0.026000000000000002
737,12.0,125.0,2023-08-16,boxscore,WSN,,BOS,W,6.0,2.0,0.446,5.0,24.5,,N,0.02,-1,0.259,0.319,0.721,9.0,4.0,1.0,4.86,1.0,3,4.4,5.0,0.25880000000000003,0.3186,0.7182,10.2,7.4,4.8839999999999995,0.024
738,13.0,126.0,2023-08-17,boxscore,WSN,,BOS,W,10.0,7.0,0.451,5.0,24.0,Finnegan,D,0.03,1,0.259,0.32,0.722,10.0,11.0,3.0,4.88,1.0,3,3.6,5.8,0.259,0.319,0.7194,10.0,7.0,4.874,0.022
739,14.0,127.0,2023-08-18,boxscore,WSN,,PHI,W,8.0,7.0,0.455,5.0,24.0,Finnegan,N,0.04,2,0.26,0.32,0.724,13.0,10.0,2.0,4.89,1.0,20,4.6,6.2,0.2592,0.3194,0.7202,9.6,8.0,4.872,0.026000000000000002
740,15.0,128.0,2023-08-19,boxscore,WSN,,PHI,L,3.0,12.0,0.452,5.0,25.0,,D,0.05,3,0.26,0.32,0.722,9.0,16.0,5.0,4.95,0.0,20,5.6,7.2,0.25939999999999996,0.3196,0.7212,10.4,8.6,4.878,0.03
741,16.0,129.0,2023-08-20,boxscore,WSN,,PHI,W,4.0,3.0,0.456,5.0,24.0,Finnegan,N,0.03,-1,0.26,0.32,0.722,9.0,6.0,1.0,4.94,1.0,20,6.6,6.2,0.25939999999999996,0.3196,0.7215999999999999,9.4,9.6,4.892,0.033999999999999996
742,17.0,130.0,2023-08-22,boxscore,WSN,@,NYY,W,2.0,1.0,0.46,5.0,23.5,Finnegan,N,0.04,1,0.26,0.32,0.722,7.0,2.0,1.0,4.9,1.0,18,6.2,6.2,0.2596,0.3198,0.7222,10.0,9.4,4.904000000000001,0.033999999999999996
743,18.0,131.0,2023-08-23,boxscore,WSN,@,NYY,L,1.0,9.0,0.457,5.0,24.5,,N,0.05,2,0.259,0.319,0.719,3.0,8.0,4.0,4.91,0.0,18,6.0,5.4,0.25980000000000003,0.32,0.7223999999999999,9.6,9.0,4.912000000000001,0.038
744,19.0,132.0,2023-08-24,boxscore,WSN,@,NYY,W,6.0,5.0,0.461,4.0,24.0,Finnegan,D,0.02,-1,0.259,0.319,0.72,9.0,12.0,3.0,4.91,1.0,18,6.4,3.6,0.2598,0.3198,0.7218,8.2,8.4,4.918,0.042
745,20.0,133.0,2023-08-25,boxscore,WSN,@,MIA,W,7.0,4.0,0.465,4.0,24.0,Harvey,N,0.03,1,0.26,0.319,0.721,13.0,9.0,0.0,4.9,1.0,14,6.0,3.2,0.2596,0.3196,0.721,7.4,8.8,4.922000000000001,0.038
746,21.0,134.0,2023-08-26,boxscore,WSN,@,MIA,W,3.0,2.0,0.469,4.0,24.0,Finnegan,D,0.06,2,0.259,0.319,0.72,5.0,7.0,2.0,4.88,1.0,14,4.4,4.0,0.2596,0.3194,0.7208,8.2,7.4,4.912000000000001,0.034
747,22.0,135.0,2023-08-27,boxscore,WSN,@,MIA,L,1.0,2.0,0.466,4.0,24.0,Scott,D,0.07,3,0.259,0.318,0.718,7.0,6.0,1.0,4.86,0.0,14,4.2,3.8,0.2594,0.31920000000000004,0.7203999999999999,7.4,7.6,4.9,0.04
748,23.0,136.0,2023-08-28,boxscore,WSN,@,TOR,L,3.0,6.0,0.462,4.0,25.0,Hicks,N,0.03,-1,0.258,0.318,0.717,7.0,9.0,1.0,4.87,0.0,28,4.4,3.6,0.2592,0.31880000000000003,0.7196,7.4,8.4,4.892,0.046
749,24.0,137.0,2023-08-29,boxscore,WSN,@,TOR,W,5.0,4.0,0.466,4.0,25.0,Finnegan,N,0.02,-2,0.258,0.318,0.717,8.0,11.0,1.0,4.87,1.0,28,3.8,4.0,0.259,0.3186,0.7192,8.2,8.6,4.884,0.041999999999999996
750,25.0,138.0,2023-08-30,boxscore,WSN,@,TOR,L,0.0,7.0,0.463,4.0,26.0,,D,0.04,1,0.257,0.317,0.715,5.0,12.0,0.0,4.89,0.0,28,3.6,3.8,0.25880000000000003,0.3184,0.7186,8.0,8.4,4.876,0.041999999999999996
751,26.0,139.0,2023-08-31,boxscore,WSN,,MIA,L,1.0,6.0,0.459,4.0,27.0,,N,0.03,-1,0.256,0.316,0.712,3.0,13.0,2.0,4.9,0.0,14,4.2,2.4,0.2582,0.31799999999999995,0.7173999999999999,6.4,9.0,4.8740000000000006,0.044
752,27.0,141.0,2023-09-01,boxscore,WSN,,MIA,L,5.0,8.0,0.456,5.0,28.0,,N,0.01,-2,0.256,0.316,0.712,8.0,9.0,1.0,4.9,0.0,14,5.0,2.0,0.25760000000000005,0.3174,0.7158,6.0,10.2,4.878,0.038
753,28.0,142.0,2023-09-02,boxscore,WSN,,MIA,L,5.0,11.0,0.453,5.0,29.0,,D,0.01,-3,0.256,0.316,0.714,10.0,18.0,4.0,4.93,0.0,14,6.2,2.8,0.257,0.317,0.7146,6.2,10.8,4.886,0.026000000000000002
754,29.0,143.0,2023-09-03,boxscore,WSN,,MIA,L,4.0,6.0,0.449,5.0,29.0,Scott,D,0.0,-4,0.257,0.316,0.714,10.0,10.0,1.0,4.94,0.0,14,7.2,3.2,0.2566,0.3166,0.714,6.8,12.6,4.898,0.022
