,index,Gm#,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA
16,134,130,"Saturday, Aug 26",boxscore,TOR,,CLE,W,8,3,,71-59,3,10.5,Ryu,Allen,,2:39,D,41924,1.09,+,,.257,.327,.742,11,5,2,3.68
17,135,131,"Sunday, Aug 27",boxscore,TOR,,CLE,L,7,10,11,71-60,3,10.5,Clase,Jackson,,3:34,D,41978,1.12,-,,.257,.327,.743,8,13,2,3.72
18,136,132,"Monday, Aug 28",boxscore,TOR,,WSN,W,6,3,,72-60,3,10.5,Gausman,Gray,Hicks,2:51,N,27940,1.08,+,,.257,.328,.743,9,7,0,3.71
19,137,133,"Tuesday, Aug 29",boxscore,TOR,,WSN,L,4,5,,72-61,3,11.5,Gore,Berríos,Finnegan,2:55,N,39722,1.10,-,,.258,.328,.744,11,8,2,3.72
20,138,134,"Wednesday, Aug 30",boxscore,TOR,,WSN,W,7,0,,73-61,3,10.5,Bassitt,Corbin,,2:23,D,39303,1.00,+,,.258,.329,.745,12,5,0,3.69
21,140,135,"Friday, Sep 1",boxscore,TOR,@,COL,W,13,9,,74-61,3,9.5,Hicks,Bird,,3:10,N,27397,1.09,++,,.260,.330,.750,17,11,2,3.69
22,141,136,"Saturday, Sep 2",boxscore,TOR,@,COL,L,7,8,,74-62,3,10.5,Blach,Kikuchi,Kinley,3:05,N,40445,1.15,-,,.260,.331,.751,11,11,0,3.69
23,142,137,"Sunday, Sep 3",boxscore,TOR,@,COL,W,7,5,,75-62,3,10.5,Green,Lawrence,Romano,3:13,D,32283,1.13,+,,.261,.332,.753,12,9,0,3.70
24,143,138,"Monday, Sep 4",boxscore,TOR,@,OAK,W,6,5,10,76-62,3,10.5,Romano,Pérez,,3:00,D,9062,1.17,++,,.260,.332,.753,8,8,4,3.70
25,144,139,"Tuesday, Sep 5",boxscore,TOR,@,OAK,W,7,1,,77-62,3,10.5,Bassitt,Neal,,2:34,N,4751,1.21,+++,,.261,.333,.754,10,7,0,3.68
26,145,140,"Wednesday, Sep 6",boxscore,TOR,@,OAK,L,2,5,,77-63,3,11.5,Sears,Ryu,May,2:19,D,3871,1.04,-,,.260,.333,.753,6,8,2,3.69
27,146,141,"Friday, Sep 8",boxscore,TOR,,KCR,W,5,4,,78-63,3,11.5,Green,Hernández,Romano,3:10,N,26493,1.09,+,,.260,.333,.754,9,9,1,3.70
28,147,142,"Saturday, Sep 9",boxscore,TOR,,KCR,W,5,1,,79-63,3,11.5,Gausman,Greinke,,2:20,D,41443,.93,++,,.260,.333,.754,8,2,1,3.68
29,148,143,"Sunday, Sep 10",boxscore,TOR,,KCR,W,5,2,,80-63,3,10.5,Berríos,Clarke,Romano,2:47,D,35275,.94,+++,,.260,.333,.753,6,8,0,3.66
0,119,115,"Tuesday, Aug 8",boxscore,LAA,,SFG,W,7,5,,57-58,4,11.5,Giolito,Alexander,Leone,2:36,N,31974,.19,+,,.255,.329,.774,12,5,1,4.45
1,120,116,"Wednesday, Aug 9",boxscore,LAA,,SFG,W,4,1,,58-58,4,10.5,Ohtani,Beck,Estévez,2:35,N,36980,.21,++,,.254,.329,.772,4,5,0,4.41
2,121,117,"Friday, Aug 11",boxscore,LAA,@,HOU,L,3,11,,58-59,4,11.5,Verlander,Detmers,,2:43,N,41152,.29,-,,.254,.328,.771,7,15,2,4.47
3,122,118,"Saturday, Aug 12",boxscore,LAA,@,HOU,L,3,11,,58-60,4,12.5,France,Anderson,,2:33,N,40311,.22,--,,.253,.327,.769,5,13,1,4.53
4,123,119,"Sunday, Aug 13",boxscore,LAA,@,HOU,W,2,1,,59-60,4,11.5,Silseth,Urquidy,Estévez,2:49,D,40333,.16,+,,.252,.326,.767,4,7,0,4.50
5,124,120,"Monday, Aug 14",boxscore,LAA,@,TEX,L,0,12,,59-61,4,12.5,Scherzer,Sandoval,,2:39,N,27743,.21,-,,.251,.325,.763,1,13,2,4.56
6,125,121,"Tuesday, Aug 15",boxscore,LAA,@,TEX,L,3,7,,59-62,4,13.5,Montgomery,Giolito,,2:38,N,26166,.17,--,,.251,.324,.761,8,11,2,4.58
7,126,122,"Wednesday, Aug 16",boxscore,LAA,@,TEX,W,2,0,,60-62,4,12.5,Detmers,Gray,Estévez,2:27,N,31004,.10,+,,.251,.324,.761,8,3,0,4.54
8,127,123,"Friday, Aug 18",boxscore,LAA,,TBR,L,6,9,10,60-63,4,12.5,Fairbanks,Estévez,Kittredge,3:20,N,38297,.11,-,,.250,.324,.760,9,15,0,4.57
9,128,124,"Saturday, Aug 19 (1)",boxscore,LAA,,TBR,W,7,6,,61-63,4,12.0,Canning,Glasnow,López,2:34,D,27309,.09,+,,.251,.323,.759,9,8,3,4.58
10,129,125,"Saturday, Aug 19 (2)",boxscore,LAA,,TBR,L,4,18,,61-64,4,12.0,Eflin,Sandoval,,2:52,N,33803,.11,-,,.250,.323,.759,8,19,3,4.63
11,130,126,"Tuesday, Aug 22",boxscore,LAA,,CIN,L,3,4,,61-65,4,11.0,Ashcraft,Giolito,Díaz,2:30,N,26583,.05,--,,.250,.322,.759,6,7,1,4.60
12,131,127,"Wednesday, Aug 23 (1)",boxscore,LAA,,CIN,L,4,9,,61-66,4,12.0,Farmer,Anderson,,3:08,D,28776,.03,---,,.250,.323,.760,10,9,1,4.61
13,132,128,"Wednesday, Aug 23 (2)",boxscore,LAA,,CIN,L,3,7,,61-67,4,12.0,Sims,Detmers,,3:09,N,24596,.01,----,,.250,.323,.758,6,12,2,4.63
14,133,129,"Friday, Aug 25",boxscore,LAA,@,NYM,W,3,1,,62-67,4,10.5,Sandoval,Senga,Estévez,3:06,N,38271,.01,+,,.249,.323,.757,6,4,1,4.60
15,134,130,"Saturday, Aug 26",boxscore,LAA,@,NYM,W,5,3,,63-67,4,10.5,Loup,Carrasco,Estévez,2:57,N,35890,.03,++,,.249,.323,.757,9,7,1,4.59
16,135,131,"Sunday, Aug 27",boxscore,LAA,@,NYM,L-wo,2,3,,63-68,4,11.5,Ottavino,López,,2:30,D,38341,.03,-,,.248,.322,.755,4,9,0,4.58
17,136,132,"Monday, Aug 28",boxscore,LAA,@,PHI,L,4,6,,63-69,4,12.5,Walker,Giolito,Kimbrel,2:37,N,38142,.01,--,,.249,.322,.755,11,7,3,4.60
18,137,133,"Tuesday, Aug 29",boxscore,LAA,@,PHI,L,7,12,,63-70,4,12.5,Lorenzen,Anderson,,2:35,N,36096,.01,---,,.249,.323,.757,11,13,5,4.66
19,138,134,"Wednesday, Aug 30",boxscore,LAA,@,PHI,W,10,8,,64-70,4,12.5,Moore,Kimbrel,Estévez,3:03,D,34655,.00,+,,.250,.323,.758,12,11,2,4.68
20,140,135,"Friday, Sep 1",boxscore,LAA,@,OAK,L,2,9,,64-71,4,12.5,Sears,Sandoval,,2:51,N,12073,.00,-,,.250,.323,.758,7,14,1,4.72
21,141,136,"Saturday, Sep 2",boxscore,LAA,@,OAK,L,1,2,,64-72,4,13.5,Blackburn,Canning,May,2:31,D,13709,.00,--,,.249,.323,.756,6,5,1,4.70
22,142,137,"Sunday, Sep 3",boxscore,LAA,@,OAK,L,6,10,,64-73,4,13.5,Pérez,Soriano,May,3:09,D,12425,.00,---,,.249,.323,.757,9,10,2,4.73
23,143,138,"Monday, Sep 4",boxscore,LAA,,BAL,L,3,6,,64-74,4,13.5,Rodriguez,Rosenberg,Cano,2:22,N,29214,.00,----,,.249,.323,.757,8,10,1,4.74
24,144,139,"Tuesday, Sep 5",boxscore,LAA,,BAL,L,4,5,10,64-75,4,14.5,Krehbiel,Soriano,Fujinami,3:16,N,22496,.00,-----,,.250,.323,.757,12,13,0,4.72
25,145,140,"Wednesday, Sep 6",boxscore,LAA,,BAL,L,3,10,,64-76,4,15.5,Gibson,Sandoval,,2:56,N,29021,.00,------,,.249,.323,.756,7,12,2,4.74
26,146,141,"Thursday, Sep 7",boxscore,LAA,,CLE,W-wo,3,2,,65-76,4,15.0,Soriano,Clase,,2:51,N,24288,.00,+,,.250,.323,.755,9,9,0,4.72
27,147,142,"Friday, Sep 8",boxscore,LAA,,CLE,L,3,6,,65-77,4,15.0,Allen,Canning,Clase,2:58,N,34209,.00,-,,.249,.323,.754,5,13,0,4.73
28,148,143,"Saturday, Sep 9",boxscore,LAA,,CLE,W,6,2,,66-77,4,15.0,Anderson,Giolito,,2:04,N,27233,.00,+,,.249,.322,.755,7,4,2,4.71
29,149,144,"Sunday, Sep 10",boxscore,LAA,,CLE,W,2,1,,67-77,4,15.0,Rosenberg,Bibee,Estévez,2:25,D,26134,.00,++,,.248,.321,.753,3,8,1,4.68
0,119,115,"Wednesday, Aug 9",boxscore,CLE,,TOR,L,0,1,,55-60,2,4.5,Gausman,Allen,Hicks,2:26,N,21227,.61,-,,.249,.311,.689,6,8,1,3.77
1,120,116,"Thursday, Aug 10",boxscore,CLE,,TOR,W,4,3,,56-60,2,3.5,Syndergaard,Manoah,Clase,3:00,D,23905,.58,+,,.248,.311,.689,5,10,0,3.76
2,121,117,"Friday, Aug 11",boxscore,CLE,@,TBR,L-wo,8,9,,56-61,2,3.5,Stephenson,Sandlin,,2:55,N,19625,.69,-,,.248,.312,.690,10,7,2,3.79
3,122,118,"Saturday, Aug 12",boxscore,CLE,@,TBR,L-wo,5,6,,56-62,2,4.5,Fleming,Clase,,2:54,D,25025,.69,--,,.249,.312,.691,13,12,1,3.81
4,123,119,"Sunday, Aug 13",boxscore,CLE,@,TBR,W,9,2,,57-62,2,4.5,Bibee,Eflin,,2:50,D,22163,.58,+,,.251,.313,.694,15,8,0,3.80
5,124,120,"Tuesday, Aug 15",boxscore,CLE,@,CIN,W,3,0,,58-62,2,4.5,Allen,Ashcraft,Clase,2:27,N,26290,.59,++,,.250,.313,.693,7,6,0,3.76
6,125,121,"Wednesday, Aug 16",boxscore,CLE,@,CIN,L,2,7,,58-63,2,4.5,Abbott,Syndergaard,,2:47,N,19797,.62,-,,.250,.313,.693,9,11,2,3.78
7,126,122,"Friday, Aug 18 (1)",boxscore,CLE,,DET,L,2,4,,58-64,2,5.0,Skubal,Williams,Foley,2:30,N,,.64,--,,.250,.312,.691,5,8,2,3.78
8,127,123,"Friday, Aug 18 (2)",boxscore,CLE,,DET,W,4,1,,59-64,2,5.0,De Los Santos,Cisnero,Clase,2:44,N,31556,.59,+,,.250,.312,.691,7,6,0,3.76
9,128,124,"Saturday, Aug 19",boxscore,CLE,,DET,L,3,4,,59-65,2,5.0,Manning,Bibee,Foley,2:48,N,32641,.57,-,,.250,.312,.691,9,7,2,3.76
10,129,125,"Sunday, Aug 20",boxscore,CLE,,DET,L,1,4,,59-66,2,6.0,Rodriguez,Allen,Lange,2:17,D,26824,.60,--,,.249,.311,.688,4,8,2,3.76
11,130,126,"Tuesday, Aug 22",boxscore,CLE,,LAD,W,8,3,,60-66,2,5.0,Hentges,Miller,,2:30,N,22173,.40,+,,.249,.312,.690,12,6,1,3.76
12,131,127,"Wednesday, Aug 23",boxscore,CLE,,LAD,L,1,6,,60-67,2,5.0,Varland,Curry,,2:56,D,,,-,,.249,.311,.688,4,14,0,3.77
13,132,128,"Thursday, Aug 24",boxscore,CLE,,LAD,L,3,9,,60-68,2,6.0,Yarbrough,Williams,,2:45,D,23533,.56,--,,.249,.311,.688,10,15,2,3.80
14,133,129,"Friday, Aug 25",boxscore,CLE,@,TOR,W,5,2,,61-68,2,6.0,Bibee,Bassitt,Clase,2:43,N,40755,.42,+,,.249,.311,.690,8,6,2,3.78
15,134,130,"Saturday, Aug 26",boxscore,CLE,@,TOR,L,3,8,,61-69,2,6.0,Ryu,Allen,,2:39,D,41924,.44,-,,.248,.310,.689,5,11,1,3.82
16,135,131,"Sunday, Aug 27",boxscore,CLE,@,TOR,W,10,7,11,62-69,2,6.0,Clase,Jackson,,3:34,D,41978,.41,+,,.249,.311,.691,13,8,3,3.83
17,136,132,"Monday, Aug 28",boxscore,CLE,@,MIN,L,6,10,,62-70,2,7.0,Funderburk,Curry,Winder,2:36,N,20323,.79,-,,.248,.310,.691,7,12,3,3.88
18,137,133,"Tuesday, Aug 29",boxscore,CLE,@,MIN,W,4,2,,63-70,2,6.0,Gaddis,López,Clase,2:46,N,23433,.62,+,,.249,.310,.691,11,7,2,3.87
19,138,134,"Wednesday, Aug 30",boxscore,CLE,@,MIN,W,5,2,10,64-70,2,5.0,Stephan,Pagán,Clase,3:10,D,20169,.90,++,,.248,.310,.691,7,4,0,3.85
20,140,135,"Friday, Sep 1",boxscore,CLE,,TBR,W,3,2,,65-70,2,5.0,Morgan,Glasnow,Clase,2:17,N,25685,.61,+++,,.248,.310,.690,8,5,0,3.84
21,141,136,"Saturday, Sep 2",boxscore,CLE,,TBR,W-wo,7,6,11,66-70,2,5.0,Hentges,Devenski,,3:18,N,27788,.59,++++,,.249,.310,.691,13,10,3,3.84
22,142,137,"Sunday, Sep 3",boxscore,CLE,,TBR,L,2,6,,66-71,2,5.0,Poche,Stephan,Fairbanks,3:11,D,25556,.56,-,,.248,.310,.689,5,13,1,3.84
23,143,138,"Monday, Sep 4",boxscore,CLE,,MIN,L,6,20,,66-72,2,6.0,López,Giolito,,2:56,N,17359,1.03,--,,.249,.311,.691,13,20,6,3.96
24,144,139,"Tuesday, Sep 5",boxscore,CLE,,MIN,L,3,8,,66-73,2,7.0,Jax,Stephan,,3:04,N,20224,.61,---,,.249,.311,.691,7,11,1,3.99
25,145,140,"Wednesday, Sep 6",boxscore,CLE,,MIN,W,2,1,,67-73,2,6.0,Williams,Ryan,Clase,2:28,D,16148,.35,+,,.248,.310,.689,5,2,0,3.96
26,146,141,"Thursday, Sep 7",boxscore,CLE,@,LAA,L-wo,2,3,,67-74,2,6.5,Soriano,Clase,,2:51,N,24288,.28,-,,.249,.311,.690,9,9,0,3.96
27,147,142,"Friday, Sep 8",boxscore,CLE,@,LAA,W,6,3,,68-74,2,6.5,Allen,Canning,Clase,2:58,N,34209,.24,+,,.249,.312,.691,13,5,1,3.95
28,148,143,"Saturday, Sep 9",boxscore,CLE,@,LAA,L,2,6,,68-75,2,7.5,Anderson,Giolito,,2:04,N,27233,.23,-,,.249,.311,.690,4,7,4,3.97
29,149,144,"Sunday, Sep 10",boxscore,CLE,@,LAA,L,1,2,,68-76,2,7.5,Rosenberg,Bibee,Estévez,2:25,D,26134,.11,--,,.249,.311,.690,8,3,0,3.96
0,119,115,"Wednesday, Aug 9",boxscore,HOU,@,BAL,W,8,2,,66-49,2,2.0,Javier,Flaherty,,3:18,N,25479,1.65,+++,,.249,.321,.735,11,7,1,3.79
1,120,116,"Thursday, Aug 10",boxscore,HOU,@,BAL,L,4,5,,66-50,2,2.5,Kremer,Brown,Bautista,2:38,D,22981,1.68,-,,.249,.321,.736,10,8,2,3.80
2,121,117,"Friday, Aug 11",boxscore,HOU,,LAA,W,11,3,,67-50,2,2.5,Verlander,Detmers,,2:43,N,41152,1.76,+,,.250,.323,.740,15,7,1,3.79
3,122,118,"Saturday, Aug 12",boxscore,HOU,,LAA,W,11,3,,68-50,2,2.5,France,Anderson,,2:33,N,40311,1.68,++,,.251,.324,.742,13,5,1,3.79
4,123,119,"Sunday, Aug 13",boxscore,HOU,,LAA,L,1,2,,68-51,2,2.5,Silseth,Urquidy,Estévez,2:49,D,40333,1.55,-,,.251,.324,.740,7,4,1,3.77
5,124,120,"Monday, Aug 14",boxscore,HOU,@,MIA,L,1,5,,68-52,2,3.5,Garrett,Valdez,,2:37,N,13263,1.66,--,,.251,.324,.739,8,7,3,3.78
6,125,121,"Tuesday, Aug 15",boxscore,HOU,@,MIA,W,6,5,,69-52,2,3.5,Brown,Puk,Pressly,2:47,N,12981,1.58,+,,.251,.324,.740,8,8,1,3.78
7,126,122,"Wednesday, Aug 16",boxscore,HOU,@,MIA,W,12,5,,70-52,2,2.5,Verlander,Luzardo,,2:55,N,14795,1.56,++,,.252,.325,.744,12,9,0,3.78
8,127,123,"Friday, Aug 18",boxscore,HOU,,SEA,L,0,2,,70-53,2,2.5,Miller,France,Muñoz,2:34,N,38060,2.01,-,,.251,.324,.741,4,9,2,3.77
9,128,124,"Saturday, Aug 19",boxscore,HOU,,SEA,L,3,10,,70-54,2,2.5,Gilbert,Valdez,,2:53,N,38280,2.08,--,,.251,.324,.743,11,17,3,3.82
10,129,125,"Sunday, Aug 20",boxscore,HOU,,SEA,L,6,7,,70-55,2,2.5,Brash,Brown,Speier,3:17,D,36642,2.31,---,,.252,.324,.744,12,15,1,3.84
11,130,126,"Monday, Aug 21",boxscore,HOU,,BOS,W,9,4,,71-55,2,1.5,Javier,Paxton,,3:12,N,31590,2.06,+,,.253,.325,.747,16,11,1,3.84
12,131,127,"Tuesday, Aug 22",boxscore,HOU,,BOS,W,7,3,,72-55,2,0.5,Verlander,Houck,,2:53,N,33042,2.07,++,,.253,.325,.747,8,10,1,3.84
13,132,128,"Wednesday, Aug 23",boxscore,HOU,,BOS,L,5,7,10,72-56,2,1.0,Pivetta,Graveman,Winckowski,3:37,N,37144,2.06,-,,.253,.326,.748,12,9,1,3.85
14,133,129,"Thursday, Aug 24",boxscore,HOU,,BOS,L,1,17,,72-57,2,1.0,Bello,France,,3:11,D,35323,2.09,--,,.254,.326,.747,10,25,3,3.95
15,134,130,"Friday, Aug 25",boxscore,HOU,@,DET,L-wo,1,4,,72-58,3,1.0,Lange,Pressly,,2:42,N,23832,1.96,---,,.252,.324,.743,1,5,1,3.96
16,135,131,"Saturday, Aug 26",boxscore,HOU,@,DET,W,9,2,,73-58,3,1.0,Brown,Rodriguez,,3:01,N,27103,1.96,+,,.253,.325,.745,14,8,0,3.94
17,136,132,"Sunday, Aug 27",boxscore,HOU,@,DET,W,17,4,,74-58,2,1.0,Verlander,Faedo,,3:10,D,28496,1.95,++,,.256,.328,.752,25,5,2,3.94
18,137,133,"Monday, Aug 28",boxscore,HOU,@,BOS,W,13,5,,75-58,2,1.0,Graveman,Barraclough,Urquidy,3:21,N,33771,2.06,+++,,.257,.330,.757,18,10,1,3.95
19,138,134,"Tuesday, Aug 29",boxscore,HOU,@,BOS,W,6,2,,76-58,1,Tied,France,Bello,,2:57,N,30267,1.97,++++,,.257,.330,.758,9,6,1,3.93
20,139,135,"Wednesday, Aug 30",boxscore,HOU,@,BOS,W,7,4,,77-58,1,Tied,Valdez,Crawford,Pressly,3:06,D,31045,1.92,+++++,,.258,.330,.759,12,7,0,3.92
21,141,136,"Friday, Sep 1",boxscore,HOU,,NYY,L,2,6,,77-59,1,Tied,Rodón,Verlander,,2:31,N,41066,1.79,-,,.257,.330,.757,4,8,4,3.94
22,142,137,"Saturday, Sep 2",boxscore,HOU,,NYY,L,4,5,,77-60,2,1.0,Brito,Brown,Holmes,3:02,N,41427,1.96,--,,.257,.330,.757,9,8,1,3.93
23,143,138,"Sunday, Sep 3",boxscore,HOU,,NYY,L,1,6,,77-61,2,1.0,King,Javier,,2:44,N,41514,1.93,---,,.257,.329,.755,7,8,2,3.94
24,144,139,"Monday, Sep 4",boxscore,HOU,@,TEX,W,13,6,,78-61,1,Tied,Montero,Sborz,,3:04,D,39181,2.85,+,,.258,.330,.760,16,9,4,3.96
25,145,140,"Tuesday, Sep 5",boxscore,HOU,@,TEX,W,14,1,,79-61,1,up 1.0,Valdez,Eovaldi,,2:31,N,33678,2.92,++,,.260,.332,.766,20,8,0,3.94
26,146,141,"Wednesday, Sep 6",boxscore,HOU,@,TEX,W,12,3,,80-61,1,up 1.0,Verlander,Scherzer,,2:45,N,36417,2.87,+++,,.260,.333,.769,14,5,2,3.92
27,147,142,"Friday, Sep 8",boxscore,HOU,,SDP,L,2,11,,80-62,1,up 0.5,Snell,Brown,,3:00,N,39516,1.94,-,,.260,.332,.768,6,10,2,3.97
28,148,143,"Saturday, Sep 9",boxscore,HOU,,SDP,W,7,5,,81-62,1,up 1.5,Maton,Lugo,Pressly,3:03,N,39452,1.98,+,,.260,.332,.769,11,9,1,3.98
29,149,144,"Sunday, Sep 10",boxscore,HOU,,SDP,W,12,2,,82-62,1,up 2.5,France,Waldron,,2:49,D,41073,2.00,++,,.261,.333,.770,11,7,2,3.97
0,118,114,"Wednesday, Aug 9",boxscore,DET,,MIN,W,9,5,,51-63,3,8.0,Holton,Ober,Cisnero,2:55,N,16570,.23,++,,.235,.300,.672,17,7,2,4.51
1,119,115,"Thursday, Aug 10",boxscore,DET,,MIN,W,3,0,,52-63,3,7.0,Olson,Maeda,Brieske,2:21,D,18709,.35,+++,,.235,.300,.672,8,2,0,4.47
2,120,116,"Friday, Aug 11",boxscore,DET,@,BOS,L,2,5,,52-64,3,7.0,Barraclough,Skubal,Murphy,2:35,N,32647,.25,-,,.234,.299,.670,2,9,1,4.47
3,121,117,"Saturday, Aug 12",boxscore,DET,@,BOS,W,6,2,,53-64,3,7.0,Manning,Bello,Foley,3:03,D,35927,.27,+,,.234,.299,.673,12,8,1,4.44
4,122,118,"Sunday, Aug 13",boxscore,DET,@,BOS,L,3,6,,53-65,3,8.0,Whitlock,Rodriguez,Jansen,2:30,D,35145,.28,-,,.234,.299,.672,7,12,2,4.45
5,123,119,"Tuesday, Aug 15",boxscore,DET,@,MIN,L,3,5,,53-66,3,9.0,Floro,Cisnero,Duran,2:36,N,30150,.34,--,,.234,.299,.673,7,7,1,4.46
6,124,120,"Wednesday, Aug 16",boxscore,DET,@,MIN,W,8,7,,54-66,3,8.0,Holton,Jax,,3:11,D,26716,.20,+,,.235,.300,.677,12,13,2,4.48
7,125,121,"Friday, Aug 18 (1)",boxscore,DET,@,CLE,W,4,2,,55-66,3,8.5,Skubal,Williams,Foley,2:30,N,,.22,++,,.235,.300,.678,8,5,0,4.46
8,126,122,"Friday, Aug 18 (2)",boxscore,DET,@,CLE,L,1,4,,55-67,3,8.5,De Los Santos,Cisnero,Clase,2:44,N,31556,.26,-,,.235,.300,.677,6,7,0,4.46
9,127,123,"Saturday, Aug 19",boxscore,DET,@,CLE,W,4,3,,56-67,3,7.5,Manning,Bibee,Foley,2:48,N,32641,.18,+,,.235,.299,.677,7,9,1,4.44
10,128,124,"Sunday, Aug 20",boxscore,DET,@,CLE,W,4,1,,57-67,3,7.5,Rodriguez,Allen,Lange,2:17,D,26824,.29,++,,.235,.299,.678,8,4,0,4.42
11,129,125,"Monday, Aug 21",boxscore,DET,,CHC,L,6,7,,57-68,3,8.0,Palencia,Brieske,Leiter,2:52,N,20560,.24,-,,.235,.300,.679,11,9,1,4.42
12,130,126,"Tuesday, Aug 22",boxscore,DET,,CHC,W,8,6,,58-68,3,7.0,Holton,Smyly,Lange,2:50,N,21211,.19,+,,.236,.301,.682,9,8,2,4.43
13,131,127,"Wednesday, Aug 23",boxscore,DET,,CHC,L,4,6,,58-69,3,7.0,Merryweather,Brieske,Alzolay,2:40,D,21965,.24,-,,.235,.301,.681,5,9,0,4.45
14,132,128,"Friday, Aug 25",boxscore,DET,,HOU,W-wo,4,1,,59-69,3,7.5,Lange,Pressly,,2:42,N,23832,.23,+,,.235,.301,.680,5,1,0,4.41
15,133,129,"Saturday, Aug 26",boxscore,DET,,HOU,L,2,9,,59-70,3,7.5,Brown,Rodriguez,,3:01,N,27103,.21,-,,.235,.301,.679,8,14,1,4.45
16,134,130,"Sunday, Aug 27",boxscore,DET,,HOU,L,4,17,,59-71,3,8.5,Verlander,Faedo,,3:10,D,28496,.20,--,,.234,.301,.679,5,25,4,4.54
17,135,131,"Monday, Aug 28",boxscore,DET,,NYY,L,1,4,,59-72,3,9.5,Severino,Olson,,2:35,N,16772,.12,---,,.234,.300,.679,7,7,2,4.53
18,136,132,"Tuesday, Aug 29",boxscore,DET,,NYY,L,2,4,,59-73,3,9.5,Brito,Skubal,,2:21,N,17236,.06,----,,.234,.300,.678,7,6,3,4.52
19,137,133,"Wednesday, Aug 30",boxscore,DET,,NYY,L,2,6,,59-74,3,9.5,Cole,White,Hamilton,2:37,N,15731,.06,-----,,.233,.299,.677,4,8,3,4.53
20,138,134,"Thursday, Aug 31",boxscore,DET,,NYY,W-wo,4,3,10,60-74,3,9.0,Brieske,Loáisiga,,2:48,D,19630,.04,+,,.233,.300,.677,8,5,1,4.52
21,140,135,"Friday, Sep 1",boxscore,DET,@,CHW,W,4,2,,61-74,3,9.0,Rodriguez,Toussaint,Lange,2:43,N,15105,.06,++,,.233,.300,.677,11,9,0,4.50
22,141,136,"Saturday, Sep 2",boxscore,DET,@,CHW,W,10,0,,62-74,3,9.0,Olson,Clevinger,,2:22,N,21186,.07,+++,,.235,.302,.680,18,4,0,4.46
23,142,137,"Sunday, Sep 3",boxscore,DET,@,CHW,W,3,2,,63-74,3,8.0,Skubal,Bummer,Lange,2:51,D,22246,.05,++++,,.235,.302,.681,5,6,0,4.45
24,143,138,"Tuesday, Sep 5",boxscore,DET,@,NYY,L,1,5,,63-75,3,9.5,Cole,Wentz,,2:32,N,31553,.09,-,,.235,.302,.680,9,6,2,4.45
25,144,139,"Wednesday, Sep 6",boxscore,DET,@,NYY,L,3,4,,63-76,3,9.5,Schmidt,Brieske,Holmes,2:52,N,30673,.04,--,,.235,.301,.678,6,11,1,4.45
26,145,140,"Thursday, Sep 7",boxscore,DET,@,NYY,W,10,3,,64-76,3,9.0,Rodriguez,Rodón,,2:43,N,32722,.03,+,,.236,.302,.681,14,6,1,4.44
27,146,141,"Friday, Sep 8",boxscore,DET,,CHW,L,0,6,,64-77,3,10.0,Clevinger,Olson,,2:28,N,18483,.04,-,,.235,.301,.679,3,8,1,4.45
28,147,142,"Saturday, Sep 9",boxscore,DET,,CHW,W,3,1,,65-77,3,10.0,Skubal,Ureña,Lange,2:29,N,20159,.02,+,,.235,.302,.679,6,4,0,4.43
29,148,143,"Sunday, Sep 10",boxscore,DET,,CHW,W,3,2,,66-77,3,9.0,Gipson-Long,Scholtens,Lange,2:35,D,18223,.01,++,,.235,.302,.679,9,5,0,4.41
0,117,113,"Tuesday, Aug 8 (1)",boxscore,PHI,,WSN,W,8,4,,62-51,2,10.5,Wheeler,Williams,,2:33,N,,1.02,+++,,.256,.322,.740,10,11,2,4.00
1,118,114,"Tuesday, Aug 8 (2)",boxscore,PHI,,WSN,L,4,5,,62-52,2,10.5,Weems,Kimbrel,Finnegan,3:04,N,40264,.95,-,,.255,.322,.740,8,8,3,4.01
2,119,115,"Wednesday, Aug 9",boxscore,PHI,,WSN,W,7,0,,63-52,2,10.5,Lorenzen,Gore,,2:09,N,30406,.98,+,,.256,.322,.741,8,0,0,3.98
3,120,116,"Thursday, Aug 10",boxscore,PHI,,WSN,W,6,2,,64-52,2,9.5,Strahm,Machado,,3:08,N,30113,.89,++,,.255,.323,.743,6,10,0,3.96
4,121,117,"Friday, Aug 11",boxscore,PHI,,MIN,W,13,2,,65-52,2,9.5,Sánchez,Keuchel,,2:46,N,33071,.85,+++,,.257,.325,.748,15,7,2,3.94
5,122,118,"Saturday, Aug 12",boxscore,PHI,,MIN,L,1,8,,65-53,2,11.0,López,Walker,,3:00,N,40117,.79,-,,.257,.324,.747,9,11,4,3.98
6,123,119,"Sunday, Aug 13",boxscore,PHI,,MIN,L,0,3,,65-54,2,11.0,Gray,Suárez,Duran,2:40,D,40111,.84,--,,.256,.324,.745,5,10,1,3.97
7,124,120,"Tuesday, Aug 15",boxscore,PHI,@,TOR,L,1,2,,65-55,2,12.5,Hicks,Domínguez,Romano,2:30,N,42615,.86,---,,.255,.323,.742,4,4,0,3.95
8,125,121,"Wednesday, Aug 16",boxscore,PHI,@,TOR,W,9,4,,66-55,2,12.5,Nola,Gausman,,2:51,N,42701,.90,+,,.255,.323,.744,11,5,1,3.96
